tid,toi,tfopwg_disp
248391319,2410.01,APC
10837041,2411.01,CP
10837041,2411.02,PC
10837041,2411.03,PC
684936227,2412.01,FA
206498307,2413.01,FP
237320326,2414.01,KP
161223358,2415.01,PC
237922465,2416.01,CP
49617263,2417.01,FP
65347776,2418.01,FP
358248442,2419.01,PC
120585579,242.01,FP
268532343,2420.01,CP
70524163,2421.01,CP
159951311,265.01,KP
453100296,2650.01,PC
29830212,2651.01,FP
372852036,2652.01,PC
149394317,2653.01,APC
200805484,2654.01,PC
166851829,2655.01,PC
231065398,2656.01,PC
160004025,2657.01,PC
31634579,2658.01,PC
147456499,2659.01,PC
164767175,266.01,CP
164767175,266.02,CP
372817671,2660.01,PC
144125079,2661.01,PC
423672208,2662.01,PC
423666115,2663.01,APC
277871306,2664.01,FP
162695785,1970.01,PC
253132689,1971.01,FP
267414551,1972.01,PC
47617161,1973.01,PC
295562522,1974.01,APC
467281353,1975.01,FP
329888006,1976.01,APC
383531859,1977.01,FP
458856474,1978.01,FP
458857720,1979.01,FP
12421862,198.01,CP
127793615,1980.01,FP
378613125,1981.01,PC
437329044,1982.01,PC
89535068,1983.01,FP
162246865,1984.01,FP
469212332,1985.01,APC
468997317,1986.01,APC
401604346,2193.01,CP
271478281,2194.01,CP
24695044,2195.01,PC
372172128,2196.01,CP
389352124,2197.01,KP
100566492,2198.01,KP
369455629,2199.01,KP
150098860,220.01,CP
142105158,2200.01,PC
219306934,2201.01,PC
358107516,2202.01,CP
355600246,2203.01,APC
467971286,2204.01,KP
260298958,2205.01,FP
381856447,2206.01,KP
90850770,2207.01,CP
29919341,2422.01,APC
197807043,2423.01,PC
313891529,2424.01,FP
248387177,2425.01,PC
97486178,2426.01,PC
142937186,2427.01,CP
274193763,2428.01,APC
420051632,2429.01,PC
149010208,243.01,APC
23170835,2430.01,PC
258804746,2431.01,CP
347553438,2432.01,PC
405763009,2433.01,PC
155001079,2434.01,APC
298164705,2435.01,PC
154568734,2436.01,PC
251094370,2437.01,PC
686072378,2438.01,FP
186936449,2665.01,PC
170889511,2666.01,APC
348684813,2667.01,FP
192076548,2668.01,PC
348835438,2669.01,CP
166836920,267.01,KP
190721237,2670.01,PC
190081497,2671.01,FP
129372561,2672.01,APC
1018843,2673.01,PC
434496663,2674.01,APC
179033846,2675.01,FP
420016507,2676.01,PC
398736713,2677.01,APC
354517490,2678.01,PC
323295908,2679.01,PC
219253008,268.01,PC
219366908,2680.01,FP
349088467,1987.01,APC
161156159,1988.01,FP
324395151,1989.01,FP
309792357,199.01,CP
457939414,1990.01,FP
82707763,1991.01,FP
147340931,1992.01,FP
453464017,1993.01,FP
445903569,1994.01,CP
299023386,1995.01,PC
275384718,1996.01,FP
142378043,1997.01,PC
429295277,1998.01,FP
447206604,1999.01,APC
410214986,200.01,CP
371188886,2000.01,CP
371188886,2000.02,CP
118084044,2001.01,PC
38680052,2208.01,PC
271806353,2209.01,PC
316937670,221.01,FP
317089588,2210.01,PC
212253390,2211.01,CP
280803917,2212.01,PC
406318573,2213.01,PC
272236017,2214.01,PC
425561347,2215.01,CP
39018923,2216.01,PC
234330672,2217.01,PC
348995212,2218.01,APC
278138619,2219.01,PC
144440290,222.01,FP
150437346,2220.01,PC
441420236,2221.01,CP
274194927,2439.01,PC
118327550,244.01,CP
129839175,2440.01,APC
219175972,2441.01,PC
219175972,2441.02,PC
168871868,2442.01,FP
318753380,2443.01,CP
29959760,2444.01,APC
439867639,2445.01,CP
142868621,2446.01,PC
1167538,2447.01,CP
231721005,2448.01,FP
231721005,2448.02,PC
170729775,2449.01,CP
154618248,245.01,PC
408114363,2450.01,PC
209408136,2681.01,PC
200803270,2682.01,PC
200320748,2683.01,PC
161568891,2684.01,PC
161479081,2685.01,PC
159989004,2686.01,PC
155993822,2687.01,PC
147437399,2756.01,APC
147125706,2757.01,PC
147034452,2758.01,PC
134315574,2759.01,FP
382188882,276.01,FP
130611752,2760.01,FP
96736412,2761.01,PC
79431527,2762.01,APC
78441371,2763.01,PC
53122063,2764.01,PC
52976395,2765.01,PC
284288093,2766.01,APC
356453768,2002.01,FP
58463434,2003.01,PC
439610306,2004.01,FP
147660886,2005.01,PC
41173048,2006.01,FA
219466784,2007.01,PC
70887357,2008.01,FP
243187830,2009.01,PC
350618622,201.01,CP
350618622,201.02,PC
26547036,2010.01,CP
136916387,2011.01,KP
136916387,2011.02,KP
136916387,2011.03,KP
138294130,2012.01,KP
188589164,2013.01,CP
198588220,2014.01,KP
306510653,2222.01,PC
273695332,2223.01,PC
388198242,2224.01,PC
271891552,2225.01,PC
403135192,2226.01,PC
405425498,2227.01,APC
405425498,2227.02,APC
61733521,2228.01,FP
143410850,2229.01,PC
326453034,223.01,FA
129432342,2230.01,FP
100504381,2231.01,FA
439444938,2232.01,PC
421455387,2233.01,APC
271491157,2234.01,APC
267093376,2235.01,APC
394722182,2236.01,CP
389238529,2237.01,FP
4294779,2451.01,FP
219208037,2452.01,FP
59128183,2453.01,PC
67782629,2454.01,PC
434260570,2455.01,PC
311271011,2456.01,PC
117799904,2457.01,PC
449197831,2458.01,CP
192790476,2459.01,CP
158623531,246.01,KP
454224694,2460.01,APC
411839167,2461.01,KP
248434780,2462.01,APC
452375478,2463.01,PC
32949762,2464.01,KP
146523262,2465.01,PC
98728690,2688.01,PC
92363023,2689.01,PC
220479565,269.01,CP
92359852,2690.01,PC
71345362,2691.01,PC
38399060,2692.01,PC
30016082,2693.01,PC
146467673,2694.01,APC
140284353,2695.01,APC
139445621,2696.01,PC
139445453,2697.01,PC
100683605,2698.01,PC
77958378,2699.01,PC
259377017,270.01,CP
259377017,270.02,CP
259377017,270.03,CP
56096837,2700.01,PC
44791617,2701.01,PC
43604949,2702.01,PC
368287008,2015.01,CP
219508169,2016.01,PC
219508169,2016.02,PC
219508169,2016.03,PC
357416482,2017.01,FP
357501308,2018.01,CP
159781361,2019.01,CP
355509914,202.01,PC
39903405,2020.01,KP
236312126,2021.01,KP
11996814,2022.01,FP
16884216,2023.01,APC
255930614,2024.01,KP
394050135,2025.01,CP
407059875,2026.01,PC
335996558,2027.01,FP
336456596,2028.01,FP
445254275,2029.01,FP
231077395,2238.01,PC
388130235,2239.01,FP
70797900,224.01,APC
98494121,2240.01,FP
96973930,2241.01,PC
92562123,2242.01,PC
1990842033,2243.01,APC
1989628303,2244.01,PC
278415929,2245.01,PC
349786918,2246.01,FP
376168473,2247.01,FA
179580045,2248.01,PC
152714791,2249.01,FP
47525799,225.01,PC
264303333,2250.01,FP
229715760,2251.01,PC
233066156,2252.01,PC
367855829,2253.01,FA
293612446,2466.01,KP
71013298,2467.01,PC
31114545,2468.01,FP
117843067,2469.01,FP
160148385,247.01,KP
298981199,2470.01,PC
298981199,2470.02,PC
71088556,2471.01,PC
248650906,2472.01,PC
399868187,2473.01,PC
449257028,2474.01,PC
373453507,2475.01,FP
43868600,2476.01,APC
412054152,2477.01,PC
262435954,2478.01,PC
167661160,2479.01,PC
201793781,248.01,PC
169448297,2720.01,PC
167714124,2721.01,PC
153725446,2722.01,PC
152477897,2723.01,PC
119290630,2724.01,PC
100780304,2725.01,APC
100589633,2726.01,PC
51830822,2727.01,PC
42763678,2728.01,PC
39724477,2729.01,PC
279740441,273.01,FP
37240067,2730.01,PC
34729329,2731.01,PC
34466256,2732.01,FP
34266522,2733.01,PC
21505121,2734.01,PC
20069685,2735.01,PC
91869778,2736.01,FP
445946478,2737.01,PC
259962054,203.01,FA
422656370,2030.01,APC
470127886,2031.01,PC
470159478,2032.01,APC
53617134,2033.01,PC
427279997,2034.01,FP
53709089,2035.01,PC
368320811,2036.01,PC
405559035,2037.01,PC
405559035,2037.02,PC
235937532,2038.01,APC
237071229,2039.01,PC
281781375,204.01,PC
427730490,2040.01,PC
54364414,2041.01,FP
269424395,2042.01,FP
346929661,2043.01,PC
270333769,2044.01,FP
233688779,2254.01,PC
265146266,2255.01,PC
262880065,2256.01,PC
198485881,2257.01,CP
219821826,2258.01,FP
219501568,2259.01,PC
47484268,226.01,FP
232568235,2260.01,CP
229787062,2261.01,PC
165530380,2262.01,PC
159400561,2263.01,PC
235943205,2264.01,PC
310231275,2265.01,PC
8348911,2266.01,CP
459837008,2267.01,CP
459837008,2267.02,PC
459837008,2267.03,CP
1449756,2480.01,FP
262258341,2481.01,PC
117938087,2482.01,PC
219151731,2483.01,FP
68035559,2484.01,PC
328934463,2485.01,CP
369376388,2486.01,PC
394346745,2487.01,PC
139251123,2488.01,PC
279327604,2489.01,APC
179985715,249.01,PC
77437543,2490.01,PC
80567842,2491.01,APC
282498590,2492.01,FP
123664207,2493.01,PC
282576340,2494.01,PC
282576340,2494.02,PC
48806546,2767.01,PC
443556801,2768.01,CP
443534757,2769.01,PC
439456714,277.01,CP
438057373,2770.01,PC
437893926,2771.01,FP
435934762,2772.01,PC
420962989,2773.01,APC
388934707,2774.01,PC
36574157,2775.01,FP
35636165,2776.01,PC
35483319,2777.01,PC
332860211,2778.01,PC
319735319,2779.01,FP
244161191,278.01,PC
317546777,2780.01,PC
317417916,2781.01,PC
306903715,2782.01,PC
302976834,2783.01,PC
347013211,2045.01,PC
468574941,2046.01,CP
363761216,2047.01,FP
159873822,2048.01,CP
314835525,2049.01,PC
281575427,205.01,PC
316468545,2050.01,PC
375850439,2051.01,PC
1100766816,2052.01,FP
315755496,2053.01,FP
378355116,2054.01,FP
322062001,2055.01,APC
396356111,2056.01,APC
229888286,2057.01,PC
326732851,2058.01,FP
403308915,2059.01,FP
55650590,206.01,CP
285542903,2060.01,FP
20203297,2268.01,PC
441798995,2269.01,FA
441798995,2269.02,PC
441798995,2269.03,PC
2760710,227.01,FA
198178505,2270.01,PC
258389327,2271.01,APC
265460043,2272.01,APC
142117976,2273.01,PC
289164482,2274.01,CP
289164482,2274.02,PC
272679240,2275.01,PC
198456933,2276.01,PC
288516853,2277.01,PC
243313296,2278.01,PC
115623434,2279.01,PC
33091590,2495.01,PC
160328683,2496.01,PC
97568467,2497.01,CP
263179590,2498.01,CP
67196573,2499.01,APC
184240683,250.01,KP
206785987,2500.01,PC
134471108,2501.01,PC
52689469,2502.01,KP
124778445,2503.01,KP
206906112,2504.01,PC
443127052,2505.01,PC
393298446,2506.01,APC
354519019,2507.01,PC
147430118,2508.01,PC
143282930,2509.01,APC
224225541,251.01,CP
43475220,2703.01,PC
32677675,2704.01,PC
169448771,2705.01,PC
457202957,2706.01,PC
455036659,2707.01,KP
452810327,2708.01,FP
452810326,2709.01,PC
259511357,271.01,APC
408231638,2710.01,PC
396896334,2711.01,PC
362026280,2712.01,PC
332660287,2713.01,FP
332534326,2714.01,CP
311239796,2715.01,PC
284859630,2716.01,PC
269077474,2717.01,FP
248655096,2718.01,PC
176314383,2719.01,CP
268766053,272.01,KP
327577308,2061.01,FP
373785851,2062.01,FP
334811204,2063.01,PC
115524421,2064.01,KP
356710041,2065.01,APC
141663460,2066.01,FP
147951030,2067.01,PC
417931300,2068.01,CP
198187049,2069.01,PC
260271203,207.01,FP
233182695,2070.01,PC
198360694,2071.01,PC
900715901,2072.01,PC
441642457,2073.01,PC
158075010,2074.01,PC
23814735,2075.01,PC
27491137,2076.01,CP
77044471,228.01,KP
115583726,2280.01,PC
264171144,2281.01,PC
237211410,2282.01,PC
198211976,2283.01,FA
115446313,2284.01,FP
329148988,2285.01,CP
237201858,2286.01,PC
160077104,2287.01,PC
462615350,2288.01,PC
82452140,2289.01,PC
120610833,229.01,KP
321688498,2290.01,PC
236934937,2291.01,PC
236934268,2292.01,PC
71347873,2293.01,PC
170103435,2510.01,FP
124702477,2511.01,FP
124491883,2512.01,PC
59842822,2513.01,PC
317134140,2514.01,PC
123627908,2515.01,PC
295947393,2516.01,APC
48178229,2517.01,FP
96925186,2518.01,PC
47720259,2519.01,PC
237924601,252.01,APC
177414713,2520.01,PC
72556406,2521.01,APC
148883384,2522.01,PC
443213925,2523.01,PC
169249234,2524.01,CP
149601126,2525.01,CP
149601126,2525.02,CP
445145355,2738.01,PC
319473643,2739.01,PC
281979481,274.01,FP
301281965,2740.01,APC
283303192,2741.01,PC
282102605,2742.01,PC
280212554,2743.01,FP
279989567,2744.01,FP
237770757,2745.01,APC
237736186,2746.01,PC
237632488,2747.01,APC
237552878,2748.01,PC
235448190,2749.01,PC
373844472,275.01,APC
235300016,2750.01,PC
231157209,2751.01,PC
170367033,2752.01,PC
168191686,2753.01,PC
148233571,2754.01,FP
148004811,2755.01,PC
27491137,2076.02,CP
27491137,2076.03,CP
230075227,2077.01,PC
159244568,2078.01,FA
224298134,2079.01,PC
224298134,2079.02,PC
314865962,208.01,PC
367739494,2080.01,PC
321669174,2081.01,CP
321669174,2081.02,PC
160039081,2082.01,PC
233633993,2083.01,PC
441738827,2084.01,CP
441738827,2084.02,FP
103633672,2085.01,PC
230387153,2086.01,PC
284361752,2294.01,PC
48018596,2295.01,PC
165554103,2296.01,PC
233500935,2297.01,PC
229608594,2298.01,PC
362220495,2299.01,FA
160074939,230.01,FA
280031353,2300.01,PC
280031353,2300.02,PC
280031353,2300.03,PC
283829553,2301.01,PC
144000801,2302.01,APC
197959526,2303.01,FP
70420766,2304.01,PC
232079930,2305.01,APC
147284470,2306.01,PC
380836882,2526.01,PC
126572546,2527.01,PC
83154030,2528.01,PC
269333648,2529.01,CP
322063810,253.01,PC
52059926,2530.01,PC
262843259,2531.01,PC
20579360,2532.01,PC
418012030,2533.01,PC
219332978,2534.01,PC
204698337,2535.01,PC
20299658,2536.01,PC
399967279,2537.01,CP
443115574,2538.01,PC
201508515,2539.01,PC
49687222,254.01,FA
354518617,2540.01,PC
354518617,2540.02,APC
23740089,1849.01,APC
100100827,185.01,KP
149577217,1850.01,APC
378976682,1851.01,APC
219728669,1852.01,PC
73540072,1853.01,CP
157225097,1854.01,PC
81247740,1855.01,CP
224313733,1856.01,FP
180652891,1857.01,APC
424733642,1858.01,PC
229742722,1859.01,CP
279741379,186.01,CP
279741379,186.02,CP
202426247,1860.01,CP
323295479,1861.01,PC
321668398,1862.01,CP
356919658,1863.01,FP
230387153,2086.02,PC
219462190,2087.01,PC
441765914,2088.01,CP
341815197,2089.01,PC
52204645,209.01,APC
233721037,2090.01,PC
219778329,2091.01,PC
393965778,2092.01,PC
402898317,2093.01,CP
356016119,2094.01,PC
235678745,2095.01,CP
235678745,2095.02,CP
142748283,2096.01,CP
142748283,2096.02,CP
279982557,2097.01,FP
356700488,2098.01,PC
270219048,2307.01,PC
234489976,2308.01,PC
328012209,2309.01,PC
204376737,231.01,KP
38467100,2310.01,PC
25139786,2311.01,APC
147425389,2312.01,PC
325468685,2313.01,PC
355446093,2314.01,PC
302333151,2315.01,APC
61980227,2316.01,FP
274599700,2317.01,FP
88840705,2318.01,APC
349488688,2319.01,CP
349488688,2319.02,KP
402026209,232.01,KP
207501148,2320.01,FP
31054498,2541.01,PC
431971818,2542.01,PC
270604417,2543.01,CP
341419787,2544.01,FP
149845414,2545.01,CP
388089437,2546.01,APC
444013020,2547.01,KP
350293646,2548.01,KP
350293646,2548.02,CP
80711765,2549.01,PC
204317710,255.01,KP
294500964,2550.01,FP
6276559,2551.01,PC
31515092,2552.01,PC
238542895,2553.01,PC
144043410,2554.01,FP
155491828,2555.01,FP
229791084,1864.01,KP
207425203,1865.01,APC
400430915,1866.01,PC
400476523,1867.01,FP
230087585,1868.01,PC
299780329,1869.01,PC
260304296,187.01,APC
230375747,1870.01,PC
233503636,1871.01,FP
229490898,1872.01,PC
328933398,1873.01,PC
328933398,1873.02,PC
328933398,1873.03,PC
232641326,1874.01,APC
233047097,1875.01,PC
233078665,1876.01,PC
233497719,1877.01,FP
230386397,2099.01,FP
141608198,210.01,PC
219436394,2100.01,PC
165527918,2101.01,PC
289590465,2102.01,PC
289590465,2102.02,PC
160491359,2103.01,PC
160491359,2103.02,PC
367630162,2104.01,PC
367630162,2104.02,PC
367630162,2104.03,PC
367630162,2104.04,PC
367630162,2104.05,PC
156199502,2105.01,PC
393911494,2106.01,FP
446549906,2107.01,CP
138126035,2321.01,PC
300812741,2322.01,CP
300812741,2322.02,CP
293527670,2323.01,FP
69819610,2324.01,PC
152800085,2325.01,APC
175456679,2326.01,PC
177308364,2327.01,PC
394287035,2328.01,CP
238920875,2329.01,PC
415969908,233.01,PC
415969908,233.02,PC
180991313,2330.01,KP
168751223,2331.01,PC
286000547,2332.01,PC
358579111,2333.01,PC
200743403,2334.01,PC
160003961,2335.01,APC
468981993,2556.01,APC
269400980,2557.01,PC
283307274,2558.01,PC
441453629,2559.01,PC
92226327,256.01,KP
92226327,256.02,KP
441155146,2560.01,PC
422385684,2561.01,PC
420177051,2562.01,PC
387409975,2563.01,PC
334482103,2564.01,PC
321086563,2565.01,PC
284679064,2566.01,PC
258920431,2567.01,CP
257067559,2568.01,PC
248655556,2569.01,PC
200723869,257.01,CP
219762508,1878.01,PC
243335710,1879.01,PC
280830734,188.01,APC
359357695,1880.01,PC
59859387,1881.01,FP
396368313,1882.01,PC
348755728,1883.01,CP
219879302,1884.01,PC
258510872,1885.01,CP
403136415,1886.01,PC
229586455,1887.01,PC
459997997,1888.01,FP
139771134,1889.01,APC
278866211,189.01,FP
288636599,1890.01,PC
139198430,1891.01,APC
347538174,2108.01,APC
392476080,2109.01,CP
300293197,211.01,APC
394029948,2110.01,FA
356235833,2111.01,FP
427320001,2112.01,PC
427320001,2112.02,PC
1400212743,2113.01,FP
9828416,2114.01,CP
54464870,2115.01,FP
422838133,2116.01,FP
279212407,2117.01,FP
17416749,2118.01,FP
236387002,2119.01,CP
206609630,212.01,APC
389900760,2120.01,CP
88996391,2121.01,APC
88902249,2336.01,CP
230001847,2337.01,CP
24358417,2338.01,CP
279514271,2339.01,PC
12423815,234.01,PC
29959761,2340.01,FP
100267480,2341.01,FP
100589632,2342.01,FP
166834768,2343.01,PC
311179742,2344.01,PC
91555165,2345.01,CP
91555165,2345.02,CP
317483660,2346.01,PC
301343785,2347.01,APC
317019074,2348.01,PC
405452527,2349.01,APC
280095254,235.01,PC
47601197,2350.01,PC
239816546,2570.01,CP
239638934,2571.01,FP
234489133,2572.01,PC
160037058,2573.01,PC
159332859,2574.01,PC
142784687,2575.01,PC
115453244,2576.01,PC
112316665,2577.01,PC
104986789,2578.01,PC
103751498,2579.01,KP
350445771,258.01,FP
102713734,2580.01,CP
37862966,2581.01,PC
21279791,2582.01,PC
7548817,2583.01,CP
458641144,2584.01,PC
62530991,2585.01,FP
458647887,2586.01,PC
63698669,1892.01,PC
264544388,1893.01,PC
280865159,1894.01,PC
384159646,1895.01,PC
174302697,1896.01,PC
420645189,1897.01,FP
420645189,1897.02,FP
91987762,1898.01,CP
172370679,1899.01,CP
166739520,190.01,KP
178879588,1900.01,KP
19684256,1901.01,KP
272212970,1902.01,KP
77156657,1903.01,KP
272213425,1904.01,KP
429302040,1905.01,KP
308098254,1906.01,KP
311408969,2122.01,KP
105840719,2123.01,PC
159742538,2124.01,KP
116242971,2125.01,KP
116264089,2126.01,KP
21744120,2127.01,KP
21832928,2128.01,CP
101721385,2129.01,KP
234345288,213.01,PC
234345288,213.02,PC
320798691,2130.01,KP
27848472,2131.01,KP
358516596,2132.01,KP
39200363,2133.01,PC
75878355,2134.01,CP
75878355,2134.02,CP
47601197,2350.02,PC
290036495,2351.01,APC
32925763,2352.01,PC
177079323,2353.01,PC
219766989,2354.01,FP
124515764,2355.01,PC
30947715,2356.01,PC
124206468,2357.01,PC
124095888,2358.01,FP
436102447,2359.01,PC
9727392,236.01,FP
31656385,2360.01,FP
204671232,2361.01,PC
302924206,2362.01,PC
445456888,2363.01,PC
39414571,2364.01,CP
344085117,2365.01,FP
39218269,2366.01,APC
68007716,2587.01,CP
284418751,2588.01,PC
157698565,2589.01,CP
12862099,259.01,KP
234832821,2590.01,PC
229285649,2591.01,FP
284122875,2592.01,PC
258983679,2593.01,PC
229167359,2594.01,PC
151284882,2595.01,APC
37089434,2596.01,APC
220139435,2597.01,PC
12036590,2598.01,FP
235333495,2599.01,PC
37749396,260.01,CP
234160911,2600.01,PC
456844391,2601.01,PC
191928543,2602.01,APC
453789494,1907.01,KP
37718056,1908.01,KP
232038798,1909.01,KP
183532609,191.01,KP
437261733,1910.01,KP
44745133,1911.01,KP
50712784,1912.01,KP
53458803,1913.01,KP
53750200,1914.01,KP
98283926,1915.01,KP
98545929,1916.01,KP
339522221,1917.01,KP
308425348,1918.01,FP
102192004,1919.01,KP
183537452,192.01,KP
363851359,1920.01,KP
112099249,1921.01,KP
112604564,1922.01,KP
76419763,2135.01,KP
336128819,2136.01,CP
23059280,2137.01,APC
336267424,2138.01,FP
308172249,2139.01,KP
167415965,214.01,PC
167415965,214.02,PC
399860444,2140.01,KP
287256467,2141.01,CP
44313455,2142.01,PC
103195323,2143.01,PC
428988981,2144.01,PC
88992642,2145.01,CP
158916431,2146.01,FP
341630071,2147.01,CP
233569098,2148.01,FP
441159680,2367.01,PC
401125028,2368.01,CP
220068921,2369.01,PC
305048087,237.01,CP
347357977,2370.01,PC
432132155,2371.01,PC
189620016,2372.01,FP
332558858,2373.01,CP
439366538,2374.01,CP
164150537,2375.01,PC
326522874,2376.01,PC
146165619,2377.01,APC
231063955,2378.01,PC
201177276,2379.01,CP
9006668,238.01,CP
176220787,2380.01,KP
39080923,2381.01,PC
176772671,2603.01,FP
189625051,2604.01,KP
146776480,2605.01,APC
355800238,2606.01,PC
149539158,2607.01,FA
269850928,2608.01,PC
308883808,2609.01,APC
63898957,261.01,CP
63898957,261.02,CP
268914377,2610.01,FP
234282389,2611.01,FA
149572298,2612.01,PC
52315301,2613.01,PC
263075864,2614.01,PC
38965512,2615.01,PC
273850708,2616.01,PC
260537454,2617.01,PC
114299824,1923.01,KP
371443216,1924.01,KP
118956453,1925.01,KP
143143769,1926.01,KP
14344979,1927.01,KP
207077681,1928.01,KP
157266693,1929.01,KP
183985250,193.01,CP
160578764,1930.01,KP
162922904,1931.01,KP
386259537,1932.01,KP
172598832,1933.01,KP
125739286,1934.01,KP
176685457,1935.01,KP
178289267,1936.01,KP
268301217,1937.01,CP
128449971,1938.01,APC
394900138,3140.01,PC
394443982,3141.01,PC
387791274,3142.01,PC
384244834,3143.01,PC
361176558,3144.01,PC
360816296,3145.01,PC
360816293,3146.01,FP
359572563,3147.01,PC
323980895,3148.01,PC
296670796,3149.01,PC
66356824,315.01,FP
195256633,3150.01,PC
36607746,3151.01,PC
467484304,3152.01,PC
466318137,3153.01,FP
465176038,3154.01,PC
457272901,3155.01,APC
457110913,3156.01,APC
456962262,3157.01,PC
451254008,3158.01,PC
332710679,3417.01,PC
437144507,3418.01,PC
145904365,3419.01,PC
415969574,342.01,FP
293978434,3420.01,FP
145023816,3421.01,PC
286099128,3422.01,KP
144970275,3423.01,FP
283702603,3424.01,FP
144682439,3425.01,PC
277833423,3426.01,PC
144467913,3427.01,PC
271486001,3428.01,PC
134551640,3429.01,PC
66497310,343.01,PC
118329434,3430.01,APC
270649648,3431.01,PC
133849258,3432.01,PC
270471065,3433.01,PC
250803548,3687.01,PC
245509452,3688.01,CP
241135327,3689.01,PC
175482273,369.01,PC
240989628,3690.01,PC
240959810,3691.01,PC
240864953,3692.01,PC
240823272,3693.01,CP
470822809,3694.01,PC
203096531,3695.01,APC
202872757,3696.01,PC
470783598,3697.01,APC
266425782,3698.01,PC
266401846,3699.01,PC
251855940,370.01,PC
417676091,3700.01,PC
266213232,3701.01,PC
385400633,3702.01,PC
344140617,2880.01,PC
320541238,2881.01,PC
142405475,2882.01,PC
319932686,2883.01,PC
318413374,2884.01,PC
140019355,2885.01,PC
318796593,2886.01,PC
134183038,2887.01,PC
80713983,2888.01,PC
355796887,2889.01,PC
201292545,289.01,PC
355655412,2890.01,PC
342167886,2891.01,PC
340559155,2892.01,PC
340144218,2893.01,PC
315120585,2894.01,PC
315117300,2895.01,PC
310537530,2896.01,PC
308987429,2897.01,PC
449549170,3159.01,FP
8988289,316.01,APC
440872576,3160.01,PC
438777551,3161.01,PC
433546897,3162.01,PC
425316308,3163.01,PC
419946164,3164.01,FP
419858461,3165.01,FP
412371819,3166.01,PC
411796826,3167.01,PC
410554986,3168.01,PC
403911354,3169.01,PC
402319411,317.01,PC
400712525,3170.01,PC
399058051,3171.01,PC
398502253,3172.01,PC
398466662,3173.01,PC
392112968,3174.01,FP
270457662,3434.01,PC
238162973,3435.01,FP
132320310,3436.01,FP
132313173,3437.01,PC
455272393,3438.01,PC
394338713,3439.01,PC
13023378,344.01,PC
208030798,3440.01,FP
393196631,3441.01,PC
207981861,3442.01,PC
392995938,3443.01,PC
161299119,3444.01,PC
364431259,3445.01,PC
149022647,3446.01,PC
363749415,3447.01,PC
143934343,3448.01,PC
363083571,3449.01,PC
308208458,345.01,PC
126125073,3450.01,PC
260962960,3703.01,PC
367616146,3704.01,PC
259506033,3705.01,KP
252430813,3706.01,PC
366311757,3707.01,PC
251652214,3708.01,PC
356322454,3709.01,PC
156016136,371.01,PC
174826170,3710.01,PC
355008856,3711.01,PC
354442783,3712.01,FP
171160885,3713.01,PC
155867025,3714.01,CP
354293303,3715.01,PC
155351556,3716.01,PC
348099535,3717.01,APC
417942201,3718.01,PC
150074121,3719.01,PC
308612785,2898.01,PC
307366709,2899.01,PC
201233610,290.01,FP
298206077,2900.01,PC
295093397,2901.01,PC
290302097,2902.01,FP
268125229,2903.01,PC
267536225,2904.01,PC
260120451,2905.01,PC
192259856,2906.01,PC
192003741,2907.01,PC
191671884,2908.01,PC
191496430,2909.01,PC
49710555,291.01,FP
141574742,2910.01,PC
141141249,2911.01,PC
118406995,2912.01,PC
101588793,2913.01,PC
90127880,2914.01,PC
391510223,3175.01,PC
389999924,3176.01,FP
383410746,3177.01,PC
381996371,3178.01,PC
378227267,3179.01,PC
206352378,318.01,PC
372960748,3180.01,PC
372596796,3181.01,FP
372448111,3182.01,PC
370385007,3183.01,PC
366248595,3184.01,PC
363661031,3185.01,PC
363632843,3186.01,PC
245027119,3187.01,PC
363202582,3188.01,PC
361998994,3189.01,FP
389753172,319.01,APC
344745774,3190.01,PC
342375120,3191.01,PC
361710792,3451.01,PC
360475034,3452.01,PC
360473750,3453.01,PC
359426909,3454.01,PC
358938714,3455.01,APC
357661805,3456.01,PC
357312511,3457.01,PC
340228388,3458.01,PC
335860261,3459.01,PC
118327533,346.01,PC
39858507,3460.01,PC
334080358,3461.01,PC
324116813,3462.01,PC
292889298,3463.01,PC
290504044,3464.01,PC
454361389,3465.01,PC
284254253,3466.01,FP
453289469,3467.01,FP
282091493,3468.01,FP
441075486,372.01,APC
347051112,3720.01,PC
143687316,3721.01,PC
346015394,3722.01,PC
3027681,3723.01,PC
143642240,3724.01,PC
339250695,3725.01,FP
122695048,3726.01,PC
339207847,3727.01,PC
116257066,3728.01,FP
322160664,3729.01,PC
9032368,373.01,FP
417844678,3730.01,PC
115457180,3731.01,APC
321894059,3732.01,PC
321436679,3733.01,FP
105135774,3734.01,PC
317252733,3735.01,PC
89617284,2915.01,PC
76663549,2916.01,PC
75744886,2917.01,PC
74881311,2918.01,PC
74274839,2919.01,PC
180285396,292.01,PC
48210046,2920.01,PC
45896295,2921.01,PC
45492609,2922.01,PC
45299834,2923.01,PC
45048546,2924.01,PC
44510874,2925.01,PC
34499178,2926.01,PC
33651215,2927.01,PC
33159936,2928.01,PC
31975443,2929.01,PC
355637190,293.01,APC
30300445,2930.01,PC
29505837,2931.01,PC
336613507,3192.01,PC
334757798,3193.01,PC
333511802,3194.01,PC
332880327,3195.01,PC
331297805,3196.01,PC
331160996,3197.01,PC
121625070,3198.01,PC
330885564,3199.01,PC
188593930,320.01,FP
330014070,3200.01,PC
329921262,3201.01,PC
329691586,3202.01,PC
329609449,3203.01,PC
326662822,3204.01,PC
