rowid,host,label,status,tic,already_present
871,TIC_158213683,1,pending,158213683,True
872,TIC_120768052,1,pending,120768052,True
873,TIC_172598832,1,pending,172598832,True
874,TIC_260351540,1,pending,260351540,True
875,TIC_138888759,1,pending,138888759,True
876,TIC_159721015,1,pending,159721015,True
877,TIC_121333305,1,pending,121333305,True
878,TIC_137627194,1,pending,137627194,True
879,TIC_157230659,1,pending,157230659,True
880,TIC_158393923,1,pending,158393923,True
881,TIC_267748934,1,pending,267748934,True
882,TIC_18097734,1,pending,18097734,True
883,TIC_63120970,1,pending,63120970,True
884,TIC_159376971,1,pending,159376971,True
885,TIC_270730826,1,pending,270730826,True
886,TIC_113329742,1,pending,113329742,True
887,TIC_322807371,1,pending,322807371,True
888,TIC_234825296,1,pending,234825296,True
889,TIC_138430034,1,pending,138430034,True
890,TIC_374859347,1,pending,374859347,True
891,TIC_436700755,1,pending,436700755,True
892,TIC_44082776,1,pending,44082776,True
894,TIC_394561119,1,pending,394561119,True
895,TIC_158631520,1,pending,158631520,True
896,TIC_37652064,1,pending,37652064,True
897,TIC_170346081,1,pending,170346081,True
898,TIC_352011875,1,pending,352011875,True
899,TIC_164456037,1,pending,164456037,True
900,TIC_138888805,1,pending,138888805,True
901,TIC_120252007,1,pending,120252007,True
902,TIC_164456041,1,pending,164456041,True
903,TIC_32425577,1,pending,32425577,True
904,TIC_39200363,1,pending,39200363,True
906,TIC_20096620,1,pending,20096620,True
908,TIC_158983792,1,pending,158983792,True
909,TIC_428820090,1,pending,428820090,True
910,TIC_158664318,1,pending,158664318,True
912,TIC_305424003,1,pending,305424003,True
913,TIC_445064836,1,pending,445064836,True
914,TIC_55092869,1,pending,55092869,True
915,TIC_159721091,1,pending,159721091,True
916,TIC_48506505,1,pending,48506505,True
917,TIC_250996363,1,pending,250996363,True
918,TIC_318686860,1,pending,318686860,True
919,TIC_158664331,1,pending,158664331,True
920,TIC_78055054,1,pending,78055054,True
921,TIC_18310799,1,pending,18310799,True
922,TIC_159581842,1,pending,159581842,True
923,TIC_137348756,1,pending,137348756,True
924,TIC_268060310,1,pending,268060310,True
925,TIC_405685914,1,pending,405685914,True
927,TIC_137414304,1,pending,137414304,True
928,TIC_607907,1,pending,607907,True
929,TIC_376637093,1,pending,376637093,True
930,TIC_120825510,1,pending,120825510,True
931,TIC_231704229,1,pending,231704229,True
932,TIC_271042217,1,pending,271042217,True
933,TIC_273237673,1,pending,273237673,True
934,TIC_123201193,1,pending,123201193,True
935,TIC_277890728,1,pending,277890728,True
936,TIC_20375215,1,pending,20375215,True
937,TIC_121603761,1,pending,121603761,True
938,TIC_272180918,1,pending,272180918,True
939,TIC_99837626,1,pending,99837626,True
940,TIC_121112251,1,pending,121112251,True
941,TIC_137316027,1,pending,137316027,True
942,TIC_325682877,1,pending,325682877,True
943,TIC_60286662,1,pending,60286662,True
944,TIC_73238215,1,pending,73238215,True
945,TIC_268379849,1,pending,268379849,True
946,TIC_468723402,1,pending,468723402,True
947,TIC_199444169,1,pending,199444169,True
948,TIC_27846348,1,pending,27846348,True
949,TIC_121603794,1,pending,121603794,True
950,TIC_97568467,1,pending,97568467,True
951,TIC_267519701,1,pending,267519701,True
952,TIC_184469205,1,pending,184469205,True
953,TIC_393414358,1,pending,393414358,True
954,TIC_256722647,1,pending,256722647,True
955,TIC_138036952,1,pending,138036952,True
956,TIC_120825566,1,pending,120825566,True
957,TIC_272180958,1,pending,272180958,True
958,TIC_298837729,1,pending,298837729,True
959,TIC_411608801,1,pending,411608801,True
960,TIC_170346220,1,pending,170346220,True
961,TIC_272074477,1,pending,272074477,True
962,TIC_156067565,1,pending,156067565,True
963,TIC_352413427,1,pending,352413427,True
964,TIC_38258419,1,pending,38258419,True
966,TIC_272279290,1,pending,272279290,True
967,TIC_137815803,1,pending,137815803,True
968,TIC_272942844,1,pending,272942844,True
969,TIC_12723961,1,pending,12723961,True
970,TIC_137348863,1,pending,137348863,True
971,TIC_122062591,1,pending,122062591,True
972,TIC_310380289,1,pending,310380289,True
973,TIC_158631683,1,pending,158631683,True
974,TIC_118572803,1,pending,118572803,True
975,TIC_186853124,1,pending,186853124,True
976,TIC_405333767,1,pending,405333767,True
977,TIC_269264648,1,pending,269264648,True
978,TIC_441739020,1,pending,441739020,True
979,TIC_289949453,1,pending,289949453,True
980,TIC_121603852,1,pending,121603852,True
981,TIC_122300177,1,pending,122300177,True
982,TIC_423610130,1,pending,423610130,True
983,TIC_441804565,1,pending,441804565,True
984,TIC_121988890,1,pending,121988890,True
985,TIC_159098652,1,pending,159098652,True
986,TIC_252479260,1,pending,252479260,True
988,TIC_28231454,1,pending,28231454,True
989,TIC_434210589,1,pending,434210589,True
990,TIC_354469661,1,pending,354469661,True
991,TIC_121333541,1,pending,121333541,True
992,TIC_164652841,1,pending,164652841,True
993,TIC_164833065,1,pending,164833065,True
994,TIC_158623531,1,pending,158623531,True
996,TIC_417646390,1,pending,417646390,True
997,TIC_27649847,1,pending,27649847,True
998,TIC_422487869,1,pending,422487869,True
999,TIC_37168957,1,pending,37168957,True
1000,TIC_115869504,1,pending,115869504,True
1001,TIC_201426753,1,pending,201426753,True
1002,TIC_389506883,1,pending,389506883,True
1003,TIC_368805700,1,pending,368805700,True
1004,TIC_418604868,1,pending,418604868,True
1005,TIC_51234631,1,pending,51234631,True
1006,TIC_278775625,1,pending,278775625,True
1007,TIC_91842379,1,pending,91842379,True
1008,TIC_270698316,1,pending,270698316,True
1009,TIC_138364751,1,pending,138364751,True
1010,TIC_142387023,1,pending,142387023,True
1011,TIC_273499989,1,pending,273499989,True
1012,TIC_48506710,1,pending,48506710,True
1013,TIC_256419669,1,pending,256419669,True
1014,TIC_11749208,1,pending,11749208,True
1015,TIC_158426969,1,pending,158426969,True
1016,TIC_26814296,1,pending,26814296,True
1017,TIC_126322519,1,pending,126322519,True
1018,TIC_137488218,1,pending,137488218,True
1019,TIC_352012126,1,pending,352012126,True
1020,TIC_267667295,1,pending,267667295,True
1021,TIC_77490014,1,pending,77490014,True
1022,TIC_292202337,1,pending,292202337,True
1023,TIC_120506209,1,pending,120506209,True
1024,TIC_237086564,1,pending,237086564,True
1025,TIC_271959909,1,pending,271959909,True
1026,TIC_138479461,1,pending,138479461,True
1028,TIC_21276520,1,pending,21276520,True
1031,TIC_238176110,1,pending,238176110,True
1032,TIC_120973167,1,pending,120973167,True
1033,TIC_250595183,1,pending,250595183,True
1034,TIC_358516596,1,pending,358516596,True
1035,TIC_271255413,1,pending,271255413,True
1036,TIC_48506742,1,pending,48506742,True
1037,TIC_62760824,1,pending,62760824,True
1038,TIC_259377017,1,pending,259377017,True
1039,TIC_120686458,1,pending,120686458,True
1040,TIC_137348987,1,pending,137348987,True
1041,TIC_158394235,1,pending,158394235,True
1042,TIC_150030205,1,pending,150030205,True
1043,TIC_198485881,1,pending,198485881,True
1044,TIC_237356930,1,pending,237356930,True
1045,TIC_366528389,1,pending,366528389,True
1046,TIC_122062725,1,pending,122062725,True
1047,TIC_202426247,1,pending,202426247,True
1048,TIC_333473672,1,pending,333473672,True
1049,TIC_120317833,1,pending,120317833,True
1050,TIC_139036554,1,pending,139036554,True
1051,TIC_35022727,1,pending,35022727,True
1052,TIC_272172942,1,pending,272172942,True
1053,TIC_317597583,1,pending,317597583,True
1055,TIC_190998418,1,pending,190998418,True
1056,TIC_293496724,1,pending,293496724,True
1057,TIC_259172249,1,pending,259172249,True
1058,TIC_4646810,1,pending,4646810,True
1059,TIC_219244444,1,pending,219244444,True
1060,TIC_332064670,1,pending,332064670,True
1061,TIC_375654303,1,pending,375654303,True
1062,TIC_138364831,1,pending,138364831,True
1064,TIC_137152419,1,pending,137152419,True
1065,TIC_96847781,1,pending,96847781,True
1066,TIC_270788519,1,pending,270788519,True
1067,TIC_257435562,1,pending,257435562,True
1068,TIC_332064684,1,pending,332064684,True
1069,TIC_147277741,1,pending,147277741,True
1070,TIC_351766445,1,pending,351766445,True
1071,TIC_29960110,1,pending,29960110,True
1072,TIC_158394286,1,pending,158394286,True
1073,TIC_48031665,1,pending,48031665,True
1074,TIC_63449012,1,pending,63449012,True
1075,TIC_377259959,1,pending,377259959,True
1076,TIC_239306681,1,pending,239306681,True
1078,TIC_445859771,1,pending,445859771,True
1079,TIC_349972412,1,pending,349972412,True
1080,TIC_296740796,1,pending,296740796,True
1081,TIC_311035838,1,pending,311035838,True
1082,TIC_171968443,1,pending,171968443,True
1083,TIC_192415680,1,pending,192415680,True
1084,TIC_271353794,1,pending,271353794,True
1085,TIC_120571842,1,pending,120571842,True
1086,TIC_251078597,1,pending,251078597,True
1087,TIC_144730053,1,pending,144730053,True
1088,TIC_32499655,1,pending,32499655,True
1089,TIC_271960006,1,pending,271960006,True
1090,TIC_139036617,1,pending,139036617,True
1091,TIC_287328202,1,pending,287328202,True
1092,TIC_442623945,1,pending,442623945,True
1093,TIC_147670988,1,pending,147670988,True
1094,TIC_159393734,1,pending,159393734,True
1095,TIC_302368715,1,pending,302368715,True
1096,TIC_265979849,1,pending,265979849,True
1097,TIC_158722002,1,pending,158722002,True
1099,TIC_27240404,1,pending,27240404,True
1100,TIC_184166357,1,pending,184166357,True
1101,TIC_265373654,1,pending,265373654,True
1102,TIC_289572819,1,pending,289572819,True
1103,TIC_8767448,1,pending,8767448,True
1104,TIC_271763415,1,pending,271763415,True
1105,TIC_158730203,1,pending,158730203,True
1107,TIC_63203294,1,pending,63203294,True
1108,TIC_262662119,1,pending,262662119,True
1109,TIC_159418353,1,pending,159418353,True
1110,TIC_399402994,1,pending,399402994,True
1111,TIC_158664692,1,pending,158664692,True
1112,TIC_351766517,1,pending,351766517,True
1113,TIC_77031414,1,pending,77031414,True
1114,TIC_408618999,1,pending,408618999,True
1115,TIC_380086262,1,pending,380086262,True
1117,TIC_159377404,1,pending,159377404,True
1118,TIC_271427581,1,pending,271427581,True
1119,TIC_357312511,1,pending,357312511,True
1120,TIC_137635841,1,pending,137635841,True
1121,TIC_273377282,1,pending,273377282,True
1122,TIC_270698499,1,pending,270698499,True
1123,TIC_138299395,1,pending,138299395,True
1124,TIC_115582979,1,pending,115582979,True
1125,TIC_123316231,1,pending,123316231,True
1126,TIC_323094535,1,pending,323094535,True
1127,TIC_138217479,1,pending,138217479,True
1128,TIC_406095880,1,pending,406095880,True
1129,TIC_267667467,1,pending,267667467,True
1131,TIC_140691463,1,pending,140691463,True
1132,TIC_9005067,1,pending,9005067,True
1133,TIC_271968263,1,pending,271968263,True
1134,TIC_206948365,1,pending,206948365,True
1135,TIC_12822545,1,pending,12822545,True
1136,TIC_54962195,1,pending,54962195,True
1137,TIC_170346516,1,pending,170346516,True
1138,TIC_137906197,1,pending,137906197,True
1140,TIC_417679385,1,pending,417679385,True
1141,TIC_120686620,1,pending,120686620,True
1142,TIC_232982558,1,pending,232982558,True
1144,TIC_287139872,1,pending,287139872,True
1145,TIC_422922274,1,pending,422922274,True
1146,TIC_706595,1,pending,706595,True
1147,TIC_243271716,1,pending,243271716,True
1148,TIC_120252452,1,pending,120252452,True
1149,TIC_158484518,1,pending,158484518,True
1150,TIC_396740648,1,pending,396740648,True
1151,TIC_37718056,1,pending,37718056,True
1153,TIC_120105003,1,pending,120105003,True
1154,TIC_97724459,1,pending,97724459,True
1155,TIC_261867566,1,pending,261867566,True
1156,TIC_164726831,1,pending,164726831,True
1157,TIC_164882482,1,pending,164882482,True
1158,TIC_271960115,1,pending,271960115,True
1159,TIC_3819571,1,pending,3819571,True
1160,TIC_164784178,1,pending,164784178,True
1161,TIC_321669174,1,pending,321669174,True
1162,TIC_169461816,1,pending,169461816,True
1163,TIC_137340986,1,pending,137340986,True
1164,TIC_352593978,1,pending,352593978,True
1165,TIC_271255614,1,pending,271255614,True
1166,TIC_27011135,1,pending,27011135,True
1167,TIC_440887364,1,pending,440887364,True
1168,TIC_121022533,1,pending,121022533,True
1169,TIC_245368902,1,pending,245368902,True
1170,TIC_450545735,1,pending,450545735,True
1171,TIC_405719110,1,pending,405719110,True
1172,TIC_158722119,1,pending,158722119,True
1173,TIC_90605642,1,pending,90605642,True
1174,TIC_273238089,1,pending,273238089,True
1175,TIC_351766604,1,pending,351766604,True
1176,TIC_79611981,1,pending,79611981,True
1177,TIC_173090902,1,pending,173090902,True
1179,TIC_48777312,1,pending,48777312,True
1180,TIC_137881699,1,pending,137881699,True
1181,TIC_116156517,1,pending,116156517,True
1182,TIC_378013798,1,pending,378013798,True
1183,TIC_27846759,1,pending,27846759,True
1184,TIC_232540264,1,pending,232540264,True
1185,TIC_335661164,1,pending,335661164,True
1186,TIC_158394479,1,pending,158394479,True
1187,TIC_80611440,1,pending,80611440,True
1188,TIC_267667567,1,pending,267667567,True
1190,TIC_361711730,1,pending,361711730,True
1191,TIC_7088246,1,pending,7088246,True
1192,TIC_399951991,1,pending,399951991,True
1193,TIC_63293562,1,pending,63293562,True
1194,TIC_428673146,1,pending,428673146,True
1195,TIC_158992508,1,pending,158992508,True
1198,TIC_27240575,1,pending,27240575,True
1199,TIC_26749051,1,pending,26749051,True
1200,TIC_150096001,1,pending,150096001,True
1201,TIC_122136712,1,pending,122136712,True
1202,TIC_137341066,1,pending,137341066,True
1203,TIC_349456525,1,pending,349456525,True
1206,TIC_279947414,1,pending,279947414,True
1207,TIC_27396246,1,pending,27396246,True
1208,TIC_63211674,1,pending,63211674,True
1209,TIC_273590427,1,pending,273590427,True
1210,TIC_175261852,1,pending,175261852,True
1211,TIC_399722652,1,pending,399722652,True
1212,TIC_123447451,1,pending,123447451,True
1213,TIC_123316380,1,pending,123316380,True
1214,TIC_270862497,1,pending,270862497,True
1215,TIC_164726946,1,pending,164726946,True
1216,TIC_237922465,1,pending,237922465,True
1217,TIC_219850915,1,pending,219850915,True
1218,TIC_159647910,1,pending,159647910,True
1219,TIC_100272295,1,pending,100272295,True
1220,TIC_285272237,1,pending,285272237,True
1221,TIC_159647919,1,pending,159647919,True
1222,TIC_428787891,1,pending,428787891,True
1223,TIC_268159158,1,pending,268159158,True
1225,TIC_27912377,1,pending,27912377,True
1226,TIC_178284730,1,pending,178284730,True
1227,TIC_272844987,1,pending,272844987,True
1228,TIC_27396284,1,pending,27396284,True
1230,TIC_195193025,1,pending,195193025,True
1231,TIC_333736132,1,pending,333736132,True
1232,TIC_262457542,1,pending,262457542,True
1233,TIC_294684871,1,pending,294684871,True
1235,TIC_307906761,1,pending,307906761,True
1236,TIC_219015370,1,pending,219015370,True
1237,TIC_418343111,1,pending,418343111,True
1238,TIC_420112589,1,pending,420112589,True
1239,TIC_48908494,1,pending,48908494,True
1240,TIC_405719252,1,pending,405719252,True
1241,TIC_272173269,1,pending,272173269,True
1242,TIC_275491028,1,pending,275491028,True
1243,TIC_467331291,1,pending,467331291,True
1244,TIC_121276638,1,pending,121276638,True
1245,TIC_158730471,1,pending,158730471,True
1246,TIC_137545963,1,pending,137545963,True
1247,TIC_159099116,1,pending,159099116,True
1248,TIC_251848941,1,pending,251848941,True
1249,TIC_174328045,1,pending,174328045,True
1250,TIC_374180079,1,pending,374180079,True
1251,TIC_164890864,1,pending,164890864,True
1252,TIC_49735922,1,pending,49735922,True
1253,TIC_158935283,1,pending,158935283,True
1254,TIC_267749620,1,pending,267749620,True
1255,TIC_48974071,1,pending,48974071,True
1256,TIC_120899838,1,pending,120899838,True
1257,TIC_260647166,1,pending,260647166,True
1258,TIC_121284864,1,pending,121284864,True
1259,TIC_118327550,1,pending,118327550,True
1260,TIC_63006978,1,pending,63006978,True
1261,TIC_12192000,1,pending,12192000,True
1262,TIC_224225541,1,pending,224225541,True
1263,TIC_138569990,1,pending,138569990,True
1264,TIC_273778951,1,pending,273778951,True
1265,TIC_361343239,1,pending,361343239,True
1266,TIC_243271945,1,pending,243271945,True
1267,TIC_270854411,1,pending,270854411,True
1268,TIC_246835467,1,pending,246835467,True
1269,TIC_181741837,1,pending,181741837,True
1270,TIC_277833995,1,pending,277833995,True
1271,TIC_159050004,1,pending,159050004,True
1272,TIC_310003988,1,pending,310003988,True
1273,TIC_184559893,1,pending,184559893,True
1274,TIC_449145115,1,pending,449145115,True
1275,TIC_231663901,1,pending,231663901,True
1276,TIC_55650590,1,pending,55650590,True
1277,TIC_130640162,1,pending,130640162,True
1278,TIC_123357476,1,pending,123357476,True
1279,TIC_36440357,1,pending,36440357,True
1280,TIC_243271972,1,pending,243271972,True
1281,TIC_123447592,1,pending,123447592,True
1282,TIC_239225129,1,pending,239225129,True
1283,TIC_192833836,1,pending,192833836,True
1284,TIC_394176812,1,pending,394176812,True
1285,TIC_420202798,1,pending,420202798,True
1286,TIC_120826158,1,pending,120826158,True
1287,TIC_360630575,1,pending,360630575,True
1288,TIC_251095345,1,pending,251095345,True
1289,TIC_21244210,1,pending,21244210,True
1290,TIC_63072565,1,pending,63072565,True
1291,TIC_164555061,1,pending,164555061,True
1292,TIC_406948151,1,pending,406948151,True
1294,TIC_120498491,1,pending,120498491,True
1295,TIC_37660988,1,pending,37660988,True
1296,TIC_332024125,1,pending,332024125,True
1298,TIC_266012991,1,pending,266012991,True
1299,TIC_139733308,1,pending,139733308,True
1300,TIC_67512645,1,pending,67512645,True
1301,TIC_257870150,1,pending,257870150,True
1302,TIC_734710085,1,pending,734710085,True
1304,TIC_10930507,1,pending,10930507,True
1305,TIC_158722379,1,pending,158722379,True
1306,TIC_366659915,1,pending,366659915,True
1307,TIC_123496782,1,pending,123496782,True
1308,TIC_272836943,1,pending,272836943,True
1309,TIC_377915723,1,pending,377915723,True
1310,TIC_443607377,1,pending,443607377,True
1311,TIC_66914642,1,pending,66914642,True
1312,TIC_158419284,1,pending,158419284,True
1313,TIC_121604440,1,pending,121604440,True
1314,TIC_317548889,1,pending,317548889,True
1315,TIC_143526233,1,pending,143526233,True
1316,TIC_56658270,1,pending,56658270,True
1317,TIC_397519199,1,pending,397519199,True
1318,TIC_422685031,1,pending,422685031,True
1319,TIC_267749737,1,pending,267749737,True
1320,TIC_38087018,1,pending,38087018,True
1322,TIC_120899945,1,pending,120899945,True
1323,TIC_122374509,1,pending,122374509,True
1324,TIC_120424814,1,pending,120424814,True
1325,TIC_377915758,1,pending,377915758,True
1326,TIC_282257777,1,pending,282257777,True
1327,TIC_114018671,1,pending,114018671,True
1328,TIC_398895470,1,pending,398895470,True
1329,TIC_175262071,1,pending,175262071,True
1330,TIC_122612091,1,pending,122612091,True
1331,TIC_333605244,1,pending,333605244,True
1332,TIC_158984573,1,pending,158984573,True
1333,TIC_68577662,1,pending,68577662,True
1334,TIC_358107516,1,pending,358107516,True
1336,TIC_357501308,1,pending,357501308,True
1337,TIC_102713734,1,pending,102713734,True
1338,TIC_43133318,1,pending,43133318,True
1339,TIC_37947783,1,pending,37947783,True
1340,TIC_82204610,1,pending,82204610,True
1341,TIC_232941965,1,pending,232941965,True
1342,TIC_158984590,1,pending,158984590,True
1343,TIC_151759246,1,pending,151759246,True
1344,TIC_138430864,1,pending,138430864,True
1346,TIC_271772050,1,pending,271772050,True
1347,TIC_92449173,1,pending,92449173,True
1348,TIC_317057430,1,pending,317057430,True
1349,TIC_204614039,1,pending,204614039,True
1350,TIC_405719448,1,pending,405719448,True
1351,TIC_164522394,1,pending,164522394,True
1352,TIC_137816475,1,pending,137816475,True
1354,TIC_137349536,1,pending,137349536,True
1355,TIC_399870368,1,pending,399870368,True
1356,TIC_165464482,1,pending,165464482,True
1357,TIC_9054633,1,pending,9054633,True
1358,TIC_272279981,1,pending,272279981,True
1359,TIC_164891054,1,pending,164891054,True
1360,TIC_1042868,1,pending,1042868,True
1362,TIC_164882868,1,pending,164882868,True
1363,TIC_53750200,1,pending,53750200,True
1364,TIC_120900025,1,pending,120900025,True
1365,TIC_16288184,1,pending,16288184,True
1366,TIC_164456891,1,pending,164456891,True
1367,TIC_95660472,1,pending,95660472,True
1368,TIC_53873088,1,pending,53873088,True
1369,TIC_49064384,1,pending,49064384,True
1370,TIC_27912642,1,pending,27912642,True
1371,TIC_58542531,1,pending,58542531,True
1372,TIC_146172354,1,pending,146172354,True
1373,TIC_300812741,1,pending,300812741,True
1374,TIC_159304134,1,pending,159304134,True
1376,TIC_144132551,1,pending,144132551,True
1377,TIC_137603530,1,pending,137603530,True
1378,TIC_137685450,1,pending,137685450,True
1379,TIC_441420236,1,pending,441420236,True
1380,TIC_138168780,1,pending,138168780,True
1381,TIC_169175503,1,pending,169175503,True
1382,TIC_159951311,1,pending,159951311,True
1383,TIC_9030096,1,pending,9030096,True
1385,TIC_169249234,1,pending,169249234,True
1386,TIC_24250831,1,pending,24250831,True
1387,TIC_169765334,1,pending,169765334,True
1388,TIC_389900760,1,pending,389900760,True
1389,TIC_63564248,1,pending,63564248,True
1390,TIC_53848538,1,pending,53848538,True
1391,TIC_122374620,1,pending,122374620,True
1392,TIC_308120029,1,pending,308120029,True
1393,TIC_428657118,1,pending,428657118,True
1394,TIC_432261603,1,pending,432261603,True
1395,TIC_9030119,1,pending,9030119,True
1396,TIC_35064295,1,pending,35064295,True
1397,TIC_26814955,1,pending,26814955,True
1398,TIC_104024556,1,pending,104024556,True
1399,TIC_272943597,1,pending,272943597,True
1400,TIC_27847148,1,pending,27847148,True
1401,TIC_271354351,1,pending,271354351,True
1402,TIC_264899051,1,pending,264899051,True
1403,TIC_139528693,1,pending,139528693,True
1404,TIC_21744120,1,pending,21744120,True
1405,TIC_351799800,1,pending,351799800,True
1406,TIC_158386680,1,pending,158386680,True
1407,TIC_169560572,1,pending,169560572,True
1408,TIC_22972926,1,pending,22972926,True
1409,TIC_436873727,1,pending,436873727,True
1410,TIC_123415040,1,pending,123415040,True
1411,TIC_120105470,1,pending,120105470,True
1413,TIC_157698565,1,pending,157698565,True
1414,TIC_121276933,1,pending,121276933,True
1415,TIC_172608008,1,pending,172608008,True
1417,TIC_97921547,1,pending,97921547,True
1418,TIC_399731211,1,pending,399731211,True
1419,TIC_409594381,1,pending,409594381,True
1420,TIC_73943566,1,pending,73943566,True
1421,TIC_454248975,1,pending,454248975,True
1422,TIC_370133522,1,pending,370133522,True
1423,TIC_158394902,1,pending,158394902,True
1424,TIC_305048087,1,pending,305048087,True
1425,TIC_11782681,1,pending,11782681,True
1426,TIC_10988057,1,pending,10988057,True
1427,TIC_121465371,1,pending,121465371,True
1429,TIC_138431008,1,pending,138431008,True
1430,TIC_68061731,1,pending,68061731,True
1431,TIC_28961316,1,pending,28961316,True
1432,TIC_154487334,1,pending,154487334,True
1433,TIC_120629799,1,pending,120629799,True
1434,TIC_351898154,1,pending,351898154,True
1435,TIC_184240683,1,pending,184240683,True
1436,TIC_165202476,1,pending,165202476,True
1437,TIC_135596590,1,pending,135596590,True
1438,TIC_275573295,1,pending,275573295,True
1439,TIC_419940916,1,pending,419940916,True
1440,TIC_197241396,1,pending,197241396,True
1441,TIC_154872375,1,pending,154872375,True
1442,TIC_392817207,1,pending,392817207,True
1443,TIC_158108219,1,pending,158108219,True
1444,TIC_121465404,1,pending,121465404,True
1445,TIC_329148988,1,pending,329148988,True
1447,TIC_273582656,1,pending,273582656,True
1448,TIC_164522561,1,pending,164522561,True
1449,TIC_99224131,1,pending,99224131,True
1450,TIC_120891972,1,pending,120891972,True
1451,TIC_232606278,1,pending,232606278,True
1452,TIC_271428166,1,pending,271428166,True
1453,TIC_465390152,1,pending,465390152,True
1454,TIC_399911496,1,pending,399911496,True
1455,TIC_286992966,1,pending,286992966,True
1456,TIC_424815179,1,pending,424815179,True
1457,TIC_158386765,1,pending,158386765,True
1458,TIC_307210830,1,pending,307210830,True
1459,TIC_138365520,1,pending,138365520,True
1460,TIC_120638033,1,pending,120638033,True
1461,TIC_364186197,1,pending,364186197,True
1462,TIC_435907158,1,pending,435907158,True
1463,TIC_437258837,1,pending,437258837,True
1464,TIC_70412892,1,pending,70412892,True
1465,TIC_120105569,1,pending,120105569,True
1466,TIC_28084836,1,pending,28084836,True
1467,TIC_164407908,1,pending,164407908,True
1468,TIC_318753380,1,pending,318753380,True
1469,TIC_459762279,1,pending,459762279,True
1470,TIC_405686888,1,pending,405686888,True
1471,TIC_169814632,1,pending,169814632,True
1472,TIC_236743275,1,pending,236743275,True
1473,TIC_164727404,1,pending,164727404,True
1474,TIC_437430894,1,pending,437430894,True
1475,TIC_424864367,1,pending,424864367,True
1476,TIC_171879024,1,pending,171879024,True
1477,TIC_424864368,1,pending,424864368,True
1478,TIC_422349422,1,pending,422349422,True
1479,TIC_176220787,1,pending,176220787,True
1480,TIC_272484980,1,pending,272484980,True
1482,TIC_181152368,1,pending,181152368,True
1483,TIC_142748283,1,pending,142748283,True
1485,TIC_273681023,1,pending,273681023,True
1486,TIC_36883072,1,pending,36883072,True
1487,TIC_437856897,1,pending,437856897,True
1488,TIC_158730884,1,pending,158730884,True
1489,TIC_27454084,1,pending,27454084,True
1490,TIC_219875976,1,pending,219875976,True
1491,TIC_418761354,1,pending,418761354,True
1492,TIC_317483660,1,pending,317483660,True
1493,TIC_176188045,1,pending,176188045,True
1494,TIC_119605900,1,pending,119605900,True
1495,TIC_164727439,1,pending,164727439,True
1496,TIC_8915600,1,pending,8915600,True
1498,TIC_158796434,1,pending,158796434,True
1499,TIC_268634769,1,pending,268634769,True
1500,TIC_954124944,1,pending,954124944,True
1501,TIC_380619414,1,pending,380619414,True
1502,TIC_203377303,1,pending,203377303,True
1503,TIC_171502232,1,pending,171502232,True
1504,TIC_248351386,1,pending,248351386,True
1505,TIC_298969755,1,pending,298969755,True
1506,TIC_121490076,1,pending,121490076,True
1507,TIC_440109725,1,pending,440109725,True
1508,TIC_267365022,1,pending,267365022,True
1509,TIC_48237215,1,pending,48237215,True
1510,TIC_158427808,1,pending,158427808,True
1511,TIC_120105633,1,pending,120105633,True
1512,TIC_204376737,1,pending,204376737,True
1513,TIC_158665380,1,pending,158665380,True
1514,TIC_58559140,1,pending,58559140,True
1515,TIC_178367144,1,pending,178367144,True
1516,TIC_123357864,1,pending,123357864,True
1517,TIC_73312938,1,pending,73312938,True
1518,TIC_97766057,1,pending,97766057,True
1519,TIC_50227884,1,pending,50227884,True
1520,TIC_352012975,1,pending,352012975,True
1521,TIC_63204017,1,pending,63204017,True
1522,TIC_270699185,1,pending,270699185,True
1523,TIC_242993844,1,pending,242993844,True
1524,TIC_359271092,1,pending,359271092,True
1525,TIC_63204022,1,pending,63204022,True
1526,TIC_305506996,1,pending,305506996,True
1527,TIC_275573429,1,pending,275573429,True
1528,TIC_301132473,1,pending,301132473,True
1529,TIC_389352124,1,pending,389352124,True
1530,TIC_27642556,1,pending,27642556,True
1531,TIC_287165117,1,pending,287165117,True
1532,TIC_465144510,1,pending,465144510,True
1533,TIC_272083644,1,pending,272083644,True
1534,TIC_411839167,1,pending,411839167,True
1535,TIC_381856447,1,pending,381856447,True
1536,TIC_11561667,1,pending,11561667,True
1537,TIC_123357893,1,pending,123357893,True
1538,TIC_63212231,1,pending,63212231,True
1539,TIC_123235018,1,pending,123235018,True
1540,TIC_52005579,1,pending,52005579,True
1541,TIC_464300749,1,pending,464300749,True
1542,TIC_158984916,1,pending,158984916,True
1544,TIC_195193560,1,pending,195193560,True
1545,TIC_100100827,1,pending,100100827,True
1546,TIC_161032923,1,pending,161032923,True
1547,TIC_288246496,1,pending,288246496,True
1548,TIC_137218786,1,pending,137218786,True
1549,TIC_237104103,1,pending,237104103,True
1550,TIC_105138916,1,pending,105138916,True
1551,TIC_164522726,1,pending,164522726,True
1552,TIC_12421862,1,pending,12421862,True
1553,TIC_287156968,1,pending,287156968,True
1554,TIC_275786473,1,pending,275786473,True
1555,TIC_130181866,1,pending,130181866,True
1556,TIC_137317096,1,pending,137317096,True
1557,TIC_273378026,1,pending,273378026,True
1558,TIC_124029677,1,pending,124029677,True
1559,TIC_298961646,1,pending,298961646,True
