hostname,pl_name,ra,dec,st_rad,st_teff,st_mass
Kepler-358,Kepler-358 b,293.2302333,48.2813901,0.954,5908.0,0.94
TOI-3135,TOI-3135 b,207.8592276,-69.7725635,0.985,5890.0,1.044
OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L b,269.764618,-28.4210281,,,0.54
Kepler-887,Kepler-887 c,290.0907893,39.8169085,1.29,6194.0,1.19
TOI-1194,TOI-1194 b,167.8214811,69.9647749,0.9608,5394.0,0.9835
Kepler-1179,Kepler-1179 b,284.0974305,47.8104856,0.81,5212.0,0.84
HD 40307,HD 40307 g,88.5172191,-60.0237289,0.716684,4956.0,0.77
HD 33844,HD 33844 b,78.1505649,-14.9509775,5.39,4861.0,1.84
OGLE-TR-113,OGLE-TR-113 b,163.1010355,-61.4468591,0.774,4790.0,0.779
K2-209,K2-209 b,14.6903464,1.382807,0.712365,4720.0,0.74479
14 Her,HD 145675 c,242.6021014,43.8163621,0.93,5338.0,0.97
Kepler-1883,Kepler-1883 b,291.922557,42.002522,1.024,6208.0,1.086
HD 210702,HD 210702 b,332.9638643,16.0404806,4.54,4912.0,1.33
K2-122,K2-122 b,126.4762179,20.3593384,0.59,4009.0,0.63
Kepler-1825,Kepler-1825 b,292.5140647,42.6517554,0.847,5123.0,0.828
Kepler-1675,Kepler-1675 b,283.8095478,41.0412517,1.12865,5853.19,1.06
Kepler-139,Kepler-139 e,282.3919451,43.8894167,1.045,5622.0,1.078
Kepler-376,Kepler-376 c,291.6071451,38.4103192,1.175,5900.0,0.968
TOI-2587 A,TOI-2587 A b,115.9317105,-1.073333,1.726,5760.0,1.15
HD 147873,HD 147873 b,246.4380471,-33.5672217,2.29,5972.0,1.38
HD 20781,HD 20781 b,50.0139757,-28.7841175,0.833609,5256.0,0.7
K2-373,K2-373 b,123.1361518,13.6884986,1.486,6138.0,1.158
HD 222582,HD 222582 b,355.4640788,-5.9862379,1.13,5790.0,1.12
Kepler-69,Kepler-69 c,293.2609013,44.8688656,0.93,5638.0,0.81
BD+63 1405,BD+63 1405 b,271.3979337,63.6700064,0.804724,5000.0,0.816
Teegarden's Star,Teegarden's Star b,43.2691449,16.8649024,0.12,3034.0,0.097
Kepler-164,Kepler-164 d,287.7808115,47.6298453,1.148,5888.0,1.036
Kepler-1255,Kepler-1255 b,295.2392569,42.7264842,1.12,6018.0,1.08
HD 113538,HD 113538 c,196.233933,-52.4463502,0.53,4462.0,0.585
Kepler-1165,Kepler-1165 b,286.9712284,44.7082669,1.18,6080.0,1.13
Kepler-32,Kepler-32 b,297.8423073,46.5743595,0.53,3900.0,0.58
Kepler-1328,Kepler-1328 b,284.6753857,44.4177225,0.99,5780.0,1.0
Kepler-344,Kepler-344 c,292.4996101,46.3243406,0.976,5774.0,0.931
Kepler-249,Kepler-249 d,296.9853002,43.6586043,0.482,3568.0,0.510238
K2-397,K2-397 b,79.9516586,21.2591617,0.966,5387.0,0.937
Kepler-1930,Kepler-1930 b,297.577145,40.0276768,0.844,5083.0,0.844
K2-159,K2-159 b,180.5408896,-3.5809053,0.83,5425.0,0.9
K2-392,K2-392 b,354.6499065,-7.4788816,1.058,5726.0,0.841
Kepler-1812,Kepler-1812 b,298.0845087,40.2832525,1.103,6174.0,1.162
HIP 54515,HIP 54515 b,167.3066308,-1.3332838,1.64915,8100.0,1.9
TOI-1224,TOI-1224 c,37.1978356,-80.8991053,0.404,3326.0,0.4
HD 152843,HD 152843 c,253.7848853,20.491524,1.43,6310.0,1.15
Kepler-45,Kepler-45 b,292.8729292,41.0641727,0.55,3820.0,0.59
Kepler-905,Kepler-905 b,290.0511468,46.7134077,0.86,5461.0,0.95
POTS-1,POTS-1 b,203.6087259,-66.5811639,0.588,4400.0,0.695
WASP-156,WASP-156 b,32.782085,2.4181937,0.8268,4987.0,0.8712
HD 49674,HD 49674 b,102.8773483,40.8672284,1.02,5602.0,1.03
Kepler-1683,Kepler-1683 b,298.4501035,44.2840193,0.900327,5429.0,0.95
Kepler-339,Kepler-339 c,293.351701,48.4445922,0.802,5631.0,0.87
TOI-3464,TOI-3464 b,234.4830357,-44.7899772,1.56,6370.0,1.363
HD 13908,HD 13908 b,34.5609102,65.5941901,1.67,6255.0,1.29
HD 11112,HD 11112 b,27.0881399,-41.4944106,1.47368,5905.64,1.07
K2-59,K2-59 b,338.94255,-14.027727,0.731,5055.0,0.774
KELT-24,KELT-24 b,161.9090273,71.655727,1.338,6426.0,1.268
Kepler-1398,Kepler-1398 b,294.8661073,48.6389923,1.18,6126.0,1.13
HATS-37 A,HATS-37 A b,199.80183,-22.9868431,0.877,5326.0,0.843
Kepler-1563,Kepler-1563 b,288.5735936,51.4727698,0.99,5765.0,1.0
Kepler-1474,Kepler-1474 b,294.6940261,45.866809,1.04,5870.0,1.04
TOI-1601,TOI-1601 b,38.361569,41.0134321,2.195,5982.0,1.5055
TOI-3819,TOI-3819 b,121.8632568,29.3886446,1.538,5859.0,1.242
K2-233,K2-233 b,230.4799011,-20.2317975,0.71,4796.0,0.79
Kepler-171,Kepler-171 d,296.7719082,41.7555958,0.839,5642.0,0.978
HD 64114,HD 64114 b,117.982556,-11.0337221,0.882858,5676.0,0.95
TOI-2267 A,TOI-2267 b,65.0614963,84.9008238,0.2075,3030.0,0.171
Kepler-1558,Kepler-1558 b,286.8194349,46.9117837,0.79,5101.0,0.83
Kepler-30,Kepler-30 d,285.2836483,38.9472625,0.95,5498.0,0.99
HD 10647,HD 10647 b,25.6233526,-53.7412852,1.1,6218.0,1.11
Kepler-581,Kepler-581 b,295.4326552,40.6481874,1.0,5772.0,1.0
HD 27969,HD 27969 b,66.7068364,42.90872,1.27,5966.0,1.16
Kepler-1666,Kepler-1666 c,297.9516071,46.2647024,1.14586,6293.0,1.23
Kepler-415,Kepler-415 b,293.8045041,38.6390517,0.643,4362.0,0.67
Kepler-85,Kepler-85 b,290.9734395,45.2902761,0.875,5505.2,0.928
K2-241,K2-241 b,181.2386829,-6.8052985,0.75,5262.0,0.71
TOI-771,TOI-771 b,164.1138903,-72.9851736,0.232,3370.0,0.22
K2-381,K2-381 d,288.0267612,-21.0075789,0.675,4473.0,0.754
CoRoT-13,CoRoT-13 b,102.7211432,-5.0864557,1.01,5945.0,1.09
Kepler-363,Kepler-363 c,283.1920779,41.3054172,1.485,5593.0,1.226
OGLE-2019-BLG-0679L,OGLE-2019-BLG-0679L b,265.7404167,-27.7728806,,,0.66
HAT-P-49,HAT-P-49 b,305.4413294,26.6926759,2.06,6820.0,2.22
K2-320,K2-320 b,163.2519122,5.3064776,0.3,3157.0,0.117
Kepler-767,Kepler-767 b,291.5791562,38.0358066,0.94,5694.0,0.96
K2-83,K2-83 b,59.9013782,15.5587994,0.424,3910.0,0.484
Kepler-477,Kepler-477 b,288.067445,42.355305,0.79,5240.0,0.87
Kepler-1737,Kepler-1737 b,297.0148111,47.486417,0.881,5043.0,0.834
Kepler-1009,Kepler-1009 b,282.8598614,42.6658336,0.57,4027.0,0.59
Kepler-946,Kepler-946 b,300.9295551,44.028671,0.93,5665.0,0.94
HD 215497,HD 215497 c,341.652714,-56.5997984,0.85,5113.0,0.92
HR 2562,HR 2562 b,102.5042716,-60.2486775,1.334,6597.0,1.3
LP 791-18,LP 791-18 c,165.6904843,-16.4064445,0.182,2960.0,0.139
HATS-27,HATS-27 b,193.5524603,-46.5877159,1.74,6438.0,1.415
Kepler-1334,Kepler-1334 b,289.311532,51.3209059,0.91,5614.0,0.94
K2-333,K2-333 b,136.7892752,15.2056765,1.22,5880.0,1.06
CoRoT-24,CoRoT-24 c,101.922543,-3.7192892,0.86,4950.0,0.91
KMT-2021-BLG-1554L,KMT-2021-BLG-1554L b,267.8034167,-31.8643611,,,0.08
Kepler-1704,Kepler-1704 b,291.2012559,51.1442437,1.697,5746.0,1.132
OGLE-2018-BLG-1269L,OGLE-2018-BLG-1269L b,269.693417,-27.6179444,,,1.11
Kepler-1846,Kepler-1846 b,294.3909489,44.7629523,0.732,4825.0,0.785
OGLE-2019-BLG-1470L A,OGLE-2019-BLG-1470L AB c,271.9492083,-27.0335556,,,0.57
HD 143105,HD 143105 b,238.4023547,68.7199779,1.647304,6380.0,1.51
Kepler-203,Kepler-203 b,297.089959,41.3880686,1.114,5821.0,1.06
Kepler-454,Kepler-454 b,287.4786474,38.2290751,1.066,5687.0,1.03
TOI-4127,TOI-4127 b,105.4045516,72.4149297,1.293,6096.0,1.23
Kepler-377,Kepler-377 b,295.4220717,38.7356737,1.224,5949.0,1.043
K2-224,K2-224 c,189.7041426,-10.0605942,0.84,5620.0,0.91
Kepler-35,Kepler-35 b,294.496955,46.6896733,1.0284,5606.0,0.8877
Kepler-1989,Kepler-1989 b,290.7351869,44.091262,1.06,6032.0,0.999
KOI-4777,KOI-4777.01,287.2621474,42.0322257,0.4,3515.0,0.41
TOI-1062,TOI-1062 c,38.1209678,-78.0236828,0.84,5328.0,0.94
Kepler-966,Kepler-966 b,297.270576,50.1218365,1.02,5840.0,1.02
HD 125390,HD 125390 b,214.5387463,38.9669132,6.47,4882.0,1.82
Kepler-678,Kepler-678 b,295.4552577,50.4945093,0.91,5520.0,0.94
Kepler-968,Kepler-968 c,285.6025889,50.1120401,0.7,4598.0,0.76
HD 215152,HD 215152 d,340.8380941,-6.4020685,0.73,4935.0,0.77
Kepler-507,Kepler-507 b,297.0188074,50.409046,1.32,6113.0,1.16
GJ 357,GJ 357 c,144.0074644,-21.6650634,0.337,3505.0,0.342
HD 216520,HD 216520 c,341.8768719,83.6975307,0.76,5103.0,0.82
HD 45364,HD 45364 b,96.4105736,-31.4810037,0.89,5466.0,0.82
Kepler-1608,Kepler-1608 b,295.563555,39.41757,0.72,4992.0,0.75
Kepler-1411,Kepler-1411 b,286.3615236,42.9638889,0.92,5664.0,0.95
HIP 114933,HIP 114933 b,349.2071949,-21.2033101,5.27,4823.0,1.39
HD 221585,HD 221585 b,353.2293802,63.1556146,1.850575,5620.0,1.19
Kepler-403,Kepler-403 b,289.9214256,46.7445267,1.329,6090.0,1.299
Kepler-753,Kepler-753 b,291.9032411,37.9023677,0.65,4346.0,0.68
TOI-2180,TOI-2180 b,277.94363,56.6506789,1.636,5695.0,1.111
BD-17 63,BD-17 63 b,7.1413494,-16.2273254,0.74,4714.0,0.741
K2-274,K2-274 b,129.2823699,20.3992512,0.7,5044.0,0.79
K2-382,K2-382 b,287.4125267,-19.6269336,0.811,5452.0,0.922
GJ 4276,GJ 4276 b,336.3221454,59.412503,0.407,3387.0,0.406
TOI-1472,TOI-1472 b,14.1142611,48.6375168,0.84,5100.0,0.87
Kepler-1436,Kepler-1436 b,297.711553,46.7679816,1.09,5972.0,1.06
NGTS-14 A,NGTS-14 A b,328.5174799,-38.3774193,0.842,5187.0,0.898
Kepler-1843,Kepler-1843 b,292.8852302,41.279169,1.782,5422.0,1.02
HD 199509,HD 199509 b,317.3445632,-82.0274926,0.92,5796.02,1.04
HD 219134,HD 219134 c,348.3372026,57.1696255,0.778,4699.0,0.81
HR 8799,HR 8799 e,346.8701486,21.1340376,1.49338,7400.0,1.51
HD 95089,HD 95089 b,164.698748,1.7290087,5.08,4918.0,1.54
TOI-1803,TOI-1803 c,178.0461054,35.1718001,0.715,4687.0,0.756
K2-66,K2-66 b,331.5266563,-10.7115362,1.67,5887.0,1.11
TOI-1203,TOI-1203 e,168.2267358,-34.4069371,1.179,5737.0,0.886
Kepler-1781,Kepler-1781 b,291.7114906,42.3415097,0.957,5568.0,1.053
K2-384,K2-384 b,20.4998403,0.7509701,0.348,3623.0,0.33
OGLE2-TR-L9,OGLE2-TR-L9 b,166.9798793,-61.1462496,1.53,6933.0,1.52
HD 45350,HD 45350 b,97.1902262,38.9627315,1.26442,5566.0,0.98
4 UMa,4 UMa b,130.0528099,64.3280504,18.11,4415.0,1.234
K2-19,K2-19 d,174.9602543,0.603596,0.824,5350.0,0.892
HAT-P-63,HAT-P-63 b,269.5720695,5.7613709,0.9661,5400.0,0.925
Kepler-1890,Kepler-1890 b,292.5778203,40.6679032,1.396,6046.0,1.024
WASP-133,WASP-133 b,314.5754375,-35.7966224,1.44,5700.0,1.16
TOI-2015,TOI-2015 b,232.1326528,27.361073,0.3273,3297.0,0.3041
PDS 70,PDS 70 b,212.0421402,-41.3980405,1.26,4109.0,0.982
HD 43197,HD 43197 c,93.3993231,-29.8971929,1.0,5508.0,0.96
Kepler-213,Kepler-213 b,290.8241931,44.6472832,1.195,5696.0,1.07
Kepler-1867,Kepler-1867 b,294.9971007,43.4358698,0.816,5693.0,0.911
GJ 536,GJ 536 c,210.2597264,-2.6522901,0.529,3641.0,0.528
Kepler-1038,Kepler-1038 b,298.9721472,44.1323499,0.83,5335.0,0.87
Kepler-934,Kepler-934 b,290.2884494,43.7552623,0.77,5001.0,0.81
GJ 15 A,GJ 15 A b,4.6126677,44.0247296,0.38,3607.0,0.38
K2-264,K2-264 b,131.3583524,19.698401,0.473,3660.0,0.496
HIP 14810,HIP 14810 b,47.809275,21.0971302,1.07,5544.0,1.01
Kepler-979,Kepler-979 b,300.3712023,46.4081872,0.83,5310.0,0.87
K2-130,K2-130 b,290.2705419,-19.6908744,0.744261,4356.47,0.69563
HD 47186,HD 47186 c,99.0367212,-27.6234285,1.08,5657.0,0.96
Kepler-1391,Kepler-1391 b,294.8309749,46.6595768,1.1,5840.0,1.03
Kepler-1148,Kepler-1148 b,290.9536059,45.7195545,0.77,5054.0,0.81
Kepler-1231,Kepler-1231 b,288.5882888,42.6056644,1.0,5778.0,1.01
HD 221420,HD 221420 b,353.3319001,-77.3853286,1.947,5847.0,1.351
NGC 2682 Sand 978,NGC 2682 Sand 978 b,132.8228085,11.7562959,21.017414,4200.0,1.37
HU Aqr,HU Aqr AB c,316.9921976,-5.2948694,,5952.0,0.88
WASP-181,WASP-181 b,26.7932253,3.1329325,0.965,5839.0,1.04
GJ 887,GJ 887 c,346.5027573,-35.8473489,0.468,3688.0,0.495
Kepler-289,Kepler-289 d,297.4653351,42.8828517,1.0,5990.0,1.08
Kepler-1067,Kepler-1067 b,285.3873706,45.0490265,0.93,5592.0,0.95
TOI-1227,TOI-1227 b,186.7673635,-72.4518501,0.56,3072.0,0.17
75 Cet,75 Cet c,38.0391598,-1.0350269,10.38,4809.0,1.92
Kepler-279,Kepler-279 e,287.391295,42.194822,1.43,6689.45,1.164
HD 171238,HD 171238 b,278.6818389,-28.0727849,1.01,5467.0,0.92
K2-39,K2-39 b,338.3682095,-9.0229405,2.97,4881.0,0.66
HD 145457,HD 145457 b,242.5162215,26.7429068,9.9,4757.0,1.9
KMT-2023-BLG-1454L,KMT-2023-BLG-1454L b,267.6200833,-29.62275,,,0.17
Kepler-1487,Kepler-1487 c,295.4980737,38.6444499,3.955,5745.0,1.801
TIC 88692598,TIC 88692598 b,149.2109097,47.7706699,0.532473,3483.17,0.529218
Kepler-385,Kepler-385 d,294.3385109,50.3365178,1.157,5829.0,1.05
Kepler-1193,Kepler-1193 b,288.1447323,51.2756446,1.21,5908.0,1.08
Kepler-844,Kepler-844 b,287.8578541,48.7739646,0.57,4128.0,0.59
HD 81817,HD 81817 c,144.2715659,81.3263096,83.8,4140.0,4.3
OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L b,270.319366,-28.4619713,,,0.045
HD 194490,HD 194490 b,306.9980087,-51.6644646,1.14911,5861.32,1.06
HD 28471,HD 28471 c,66.2875166,-64.0786861,1.08,5766.0,0.98
EPIC 201170410,EPIC 201170410.02,170.1408561,-4.8070039,0.282,3648.0,0.287
KMT-2016-BLG-2364L,KMT-2016-BLG-2364L b,265.715667,-27.4355611,,,0.5
47 UMa,47 UMa c,164.8647611,40.4304931,1.21334,5872.0,1.06
HIP 57274,HIP 57274 c,176.1705487,30.9576484,0.68,4640.0,0.73
EPIC 246851721,EPIC 246851721 b,78.9198197,16.2786991,1.586,6202.0,1.317
HD 158038,HD 158038 b,261.4395312,27.3030721,4.5,4860.0,1.3
HD 166724,HD 166724 b,273.4988604,-42.5757218,0.797485,5127.0,0.81
HD 62509,HD 62509 b,116.328824,28.026127,8.9,4892.63,2.0
Kepler-314,Kepler-314 c,294.6741507,42.0756037,0.95,5378.0,0.99
HD 11964,HD 11964 b,29.2884252,-10.2434693,2.00971,5303.0,0.91
Kepler-232,Kepler-232 b,295.8161668,51.1217249,0.968,5847.0,0.97
Ross 458,Ross 458 c,195.1912147,12.3755996,0.562566,3965.42,0.556419
Kepler-160,Kepler-160 d,287.773573,42.8692755,1.118,5471.0,1.003
Kepler-786,Kepler-786 b,293.7439223,38.9392217,0.74,4838.0,0.81
HD 109271,HD 109271 b,188.397397,-11.6215204,1.294595,5783.0,1.047
Kepler-284,Kepler-284 b,293.1465698,47.7297053,0.814,5615.0,0.766
Kepler-950,Kepler-950 b,287.9565768,41.1302834,1.02,5857.0,1.02
Kepler-1463,Kepler-1463 b,294.4872785,42.0069064,0.95,5679.0,0.96
WASP-47,WASP-47 e,331.203092,-12.019067,1.156,5565.0,1.058
TOI-1807,TOI-1807 b,201.2826259,38.9223671,0.746,4914.0,0.8048
HD 211810,HD 211810 b,334.5286724,61.1349912,1.13,5652.0,1.03
HATS-62,HATS-62 b,312.4493079,-24.303506,0.933,5416.0,0.896
Kepler-102,Kepler-102 d,281.4824731,47.2078263,0.724,4909.0,0.803
Kepler-42,Kepler-42 c,292.2196,44.6173667,0.17,3068.0,0.13
HD 56957,HD 56957 b,109.3253986,-40.6560651,1.77793,5743.0,1.03
Kepler-1855,Kepler-1855 b,283.4018628,41.5161554,0.356,3460.0,0.385
Kepler-298,Kepler-298 c,283.0398448,48.8253303,0.582,4465.0,0.66
Kepler-84,Kepler-84 d,298.2520208,40.4960842,1.169,6031.0,1.06
TOI-1410,TOI-1410.01,334.8828486,42.5603141,0.7558,4635.0,0.7941
HD 180902,HD 180902 b,289.8239604,-23.5582432,4.16,4961.0,1.41
HD 62364,HD 62364 b,113.9052658,-75.5442707,1.401,6255.0,1.157
TOI-5238,TOI-5238 b,223.3588909,68.859472,1.02283,5631.0,1.0
Kepler-682,Kepler-682 b,289.1122204,51.7373589,0.89,5559.0,0.92
K2-368,K2-368 b,332.6357627,-11.1661157,0.663,4663.0,0.746
TOI-2010,TOI-2010 b,292.1669417,53.4873694,1.079,5929.0,1.112
HD 149143,HD 149143 b,248.2126715,2.0844547,1.44,5856.0,1.2
Kepler-18,Kepler-18 d,298.0794448,44.746248,1.108,5345.0,0.972
Kepler-1988,Kepler-1988 b,298.6738034,43.7955099,1.788,6033.0,1.127
OGLE-2016-BLG-1067L,OGLE-2016-BLG-1067L b,273.2045,-27.0126389,,,0.3
Kepler-864,Kepler-864 c,285.0570943,46.3206074,1.195,6213.0,1.27
Kepler-1949,Kepler-1949 b,293.5422586,43.0260555,1.454,6028.0,1.194
Kepler-27,Kepler-27 c,292.2367608,41.085871,0.59,5400.0,0.65
KMT-2019-BLG-0842L,KMT-2019-BLG-0842L b,268.458458,-29.8774389,,,0.76
TOI-181,TOI-181 b,352.1725409,-34.4914099,0.745,4994.0,0.822
TOI-2076,TOI-2076 d,217.3920159,39.7903991,0.758,5187.0,0.849
Kepler-754,Kepler-754 b,293.2541121,37.8461519,1.08,5935.0,1.06
XEST 17-036,KOINTREAU-1 b,68.359288,22.758056,,3551.0,0.26
Kepler-1021,Kepler-1021 b,295.2048999,42.5596699,0.86,5431.0,0.89
KMT-2021-BLG-0192L,KMT-2021-BLG-0192L b,268.1049583,-30.0086889,,,0.27
Kepler-14,Kepler-14 b,287.708814,47.33305,2.048,6395.0,1.512
OGLE-2017-BLG-1099L,OGLE-2017-BLG-1099L b,263.96425,-29.5858611,,,0.45
2MASS J16262785-2625152,KOINTREAU-4 b,246.6160467,-26.4209954,,3252.0,
WASP-187,WASP-187 b,17.47474,25.6816494,2.83,6150.0,1.54
K2-191,K2-191 b,201.6391407,-12.8066737,0.839696,5176.0,0.900994
Kepler-1698,Kepler-1698 b,293.3450181,39.2577469,0.741698,4975.03,0.822
K2-218,K2-218 b,12.809613,6.8464327,1.008231,5757.0,1.047488
OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L b,268.409485,-28.8952713,,,0.33
HIP 56640,HIP 56640 b,174.2008941,-37.0391349,4.93,4769.0,1.75
tau Cet,tau Cet f,26.0093029,-15.9337987,0.83,5310.0,0.783
WASP-169,WASP-169 b,127.3872297,-12.9447683,2.011,6110.0,1.337
eps CrB,eps CrB b,239.3965057,26.8776171,21.0,4406.0,1.7
Kepler-1425,Kepler-1425 b,294.9510368,43.0124348,0.95,5718.0,0.97
Kepler-1945,Kepler-1945 b,281.8980828,42.2858185,0.804,4991.0,0.767
PSR B1257+12,PSR B1257+12 c,195.0149029,12.6823534,,,1.4
TOI-2141,TOI-2141 d,258.7623456,18.3403449,0.95,5635.0,0.896
WASP-118,WASP-118 b,19.5505861,2.7027847,1.696,6410.0,1.32
HD 240210,HD 240210 b,347.6219227,57.0294818,25.456816,4297.0,0.82
K2-163,K2-163 b,182.3292517,-0.5393421,0.762201,4937.0,0.826112
OGLE-2014-BLG-0221L,OGLE-2014-BLG-0221L b,270.30375,-27.4267639,,,0.69
Kepler-778,Kepler-778 b,287.4774867,44.2374702,0.77,5102.0,0.81
Kepler-1358,Kepler-1358 b,286.1705469,43.0089,0.79,5181.0,0.82
Kepler-242,Kepler-242 b,286.5656932,41.8084168,0.85,5020.0,0.748
HD 213240,HD 213240 b,337.7506266,-49.4341037,1.51,5979.0,1.57
UZ For,UZ For c,53.8694682,-25.7393857,,5286.9,0.7
HD 75302,HD 75302 b,132.3015641,3.4850141,0.940904,5697.46,1.06
MOA-2011-BLG-291L,MOA-2011-BLG-291L b,268.867889,-29.1706657,,,0.15
HD 37124,HD 37124 b,84.2599947,20.7289784,0.949168,5698.64,0.85
OGLE-2017-BLG-1275L,OGLE-2017-BLG-1275L b,267.9154167,-29.4979694,,,0.63
TIC 18942729,TIC 18942729 b,119.2150697,16.6772341,0.825257,4360.11,0.652
HD 10180,HD 10180 d,24.4731133,-60.5114881,1.109,5911.0,1.06
Wolf 327,Wolf 327 b,148.3783199,35.570548,0.406,3542.0,0.405
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,268.143792,-30.0877778,,,0.51
HD 12648,HD 12648 b,34.7480718,85.7365329,11.02,4835.0,0.67
HATS-5,HATS-5 b,67.2228465,-21.4820568,0.871,5304.0,0.936
Kepler-1561,Kepler-1561 b,296.9235822,43.5664628,1.11,5957.0,1.07
KMT-2018-BLG-0247L,KMT-2018-BLG-0247L b,264.5600417,-27.1504111,,,0.29
PSR B1257+12,PSR B1257+12 b,195.0149029,12.6823534,,,1.4
Kepler-274,Kepler-274 c,292.9227926,38.4772173,1.007,6023.0,0.883
HAT-P-25,HAT-P-25 b,48.4354731,25.1973548,0.919,5519.0,1.012
BD+48 738,BD+48 738 b,40.7102869,49.5869395,11.0,4414.0,0.74
Kepler-697,Kepler-697 b,283.8643937,41.3463859,0.88,5513.0,0.92
HD 70642,HD 70642 b,125.3661079,-39.7044432,0.984,5732.0,1.078
Kepler-1710,Kepler-1710 b,291.6832878,37.7514726,0.899,5650.0,0.932
KMT-2021-BLG-0912L,KMT-2021-BLG-0912L b,269.8211667,-31.9976389,,,0.8
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L b,268.325708,-30.4711667,,,0.44
Kepler-510,Kepler-510 b,287.6550196,39.2441716,1.41,5746.0,0.91
Kepler-1477,Kepler-1477 b,281.2985305,42.6856727,0.78,5100.0,0.81
HN Lib,HN Lib b,218.5684823,-12.5170062,0.299,3347.0,0.291
TOI-672,TOI-672 b,167.9908627,-39.3281151,0.54,3810.0,0.54
KMT-2021-BLG-0852L,KMT-2021-BLG-0852L b,265.8311667,-33.8918389,,,0.75
OGLE-2018-BLG-1119L,OGLE-2018-BLG-1119L b,270.02925,-32.3752778,,,0.48
TOI-1749,TOI-1749 b,282.7372281,64.419466,0.55,3985.0,0.58
TOI-4633,TOI-4633 c,256.8431021,62.475548,1.05,5800.0,1.1
Kepler-747,Kepler-747 b,288.4165196,41.0298175,0.78,5096.0,0.82
Kepler-297,Kepler-297 b,283.2091605,48.7776156,0.915,5619.0,0.927
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,269.448833,-27.3945278,,,0.211
Kepler-308,Kepler-308 b,295.7852423,40.4395753,0.941,5895.0,0.92
TCP J05074264+2447555,TCP J05074264+2447555 b,76.928,24.7989611,1.42487,5805.0,0.586
TOI-1260,TOI-1260 c,157.1440712,65.8541986,0.672,4227.0,0.679
Kepler-828,Kepler-828 b,286.8872555,42.4712271,0.77,5039.0,0.81
TOI-1291,TOI-1291 b,245.8180089,62.9251213,1.8109,6139.95,1.2
MOA-2020-BLG-208L,MOA-2020-BLG-208L b,268.4325,-32.5893111,,,0.43
OGLE-2012-BLG-0838L,OGLE-2012-BLG-0838L b,273.003083,-25.7116111,,,0.4
Barnard's star,Barnard d,269.4486144,4.7379808,0.185,3195.0,0.162
Kepler-1951,Kepler-1951 b,290.4999139,40.2877161,1.306,5468.0,0.923
Kepler-1839,Kepler-1839 b,294.2244432,50.0755761,0.939,5926.0,1.03
TOI-333,TOI-333 b,353.3574989,-41.1715206,1.1,6241.0,1.2
HD 112640,HD 112640 b,194.2415171,67.2429122,39.0,4155.0,1.8
Kepler-1722,Kepler-1722 b,296.6627402,41.2611985,0.788,5506.0,0.876
MOA-2009-BLG-319L,MOA-2009-BLG-319L b,271.742208,-26.8196917,,,0.524
OGLE-2006-BLG-284L A,OGLE-2006-BLG-284L A b,269.65925,-29.1366667,,,0.35
Kepler-1024,Kepler-1024 b,291.9510277,38.2516419,0.78,5143.0,0.81
Kepler-200,Kepler-200 b,284.4099503,41.2374928,0.944,5678.0,0.972
Kepler-784,Kepler-784 b,295.9206663,47.4486164,1.32,5674.0,1.0
K2-395,K2-395 b,70.4438684,16.6743415,0.783,5007.0,0.952
Kepler-1588,Kepler-1588 b,288.2327232,48.0021967,0.99,5817.0,0.96
WISE J033605.05-014350.4,WISE J033605.05-014350.4 b,54.0210417,-1.7306944,,415.0,0.0131
K2-157,K2-157 b,183.7514959,-5.7820178,0.86,5334.0,0.89
HU Aqr,HU Aqr AB b,316.9921976,-5.2948694,,5952.0,0.88
Kepler-1968,Kepler-1968 b,291.5080318,45.3700933,0.788,5008.0,0.844
TOI-6054,TOI-6054.01,56.337007,60.350917,1.662,6047.0,1.107
KMT-2021-BLG-0322L,KMT-2021-BLG-0322L b,270.9116667,-29.6043889,,,0.62
Kepler-1676,Kepler-1676 b,287.2368778,43.5671665,1.06066,5878.3,1.07
Kepler-84,Kepler-84 c,298.2520208,40.4960842,1.43,6039.0,1.0
NGTS-30,NGTS-30 b,173.714867,-24.6054801,0.913,5455.0,0.94
OGLE-2019-BLG-0304L,OGLE-2019-BLG-0304L b,264.0267083,-26.1459889,,,0.27
OGLE-2005-BLG-169L,OGLE-2005-BLG-169L b,271.522167,-30.7326389,,,0.69
OGLE-2017-BLG-0604L,OGLE-2017-BLG-0604L b,267.891667,-30.9465556,,,0.7
Kepler-1653,Kepler-1653 b,296.457702,41.266021,0.693,4807.0,0.719
MOA-2022-BLG-249L,MOA-2022-BLG-249L b,268.8655417,-28.3060611,,,0.18
OGLE-2019-BLG-0960L,OGLE-2019-BLG-0960L b,274.0142917,-25.7746667,,,0.5
Kepler-1079,Kepler-1079 b,299.5495794,45.7696769,1.36,5758.0,1.08
SWEEPS-11,SWEEPS-11 b,269.7583333,-29.1981944,1.45,,1.1
KMT-2023-BLG-0466L,KMT-2023-BLG-0466L b,270.61,-33.0029694,,,0.44
OGLE-2017-BLG-1375L,OGLE-2017-BLG-1375L b,269.154875,-30.3114167,,,0.81
